Index,L1,L2,L3,L4,L5,L6,L7,L8,L9,A1,A2,A3,A4,A5,A6,A7,A8,R1,R2,R3,R4,R5,R6,R7,R8,t,L,max_deflection (mm)
5215,4,0.9,4.2,0.7,2.9,27,29.5,4.17,5.92,100.3,94.35,103.43,96.73,101.97,96.73,98.84,100,6.2,7.4,7.4,6.8,7.8,7.8,8,7.4,1.3,930,160.927124023438
13219,8,1.8,10,6.7,6,29.5,28.5,2.62,-9.07,102.31,104.45,98.3,104.34,99.38,103.94,99.5,98.89,8,6,6.4,6.6,6,7.6,7.6,6,1.8,918,137.205413818359
12240,2.5,3.1,1.2,0.5,4.6,29,26.5,3.69,3.24,96.31,107.84,84.39,104.95,96.92,105.15,90.32,101.4,6.4,7,8,7.8,6.6,6.6,6,6.4,1.5,928,150.171539306641
14031,2.1,2.2,3,1.6,0.8,31,28.5,3.63,1.48,100.59,95.15,97.61,100.39,103.61,98.8,99.67,100.29,7.6,6.8,7.4,6.8,7.4,6.8,7,7.8,1.4,1056,155.841552734375
8570,4.9,7.1,9.7,3.6,5.2,28.5,28,2.87,-8.84,102.62,100.75,101.7,103.42,99.88,100.27,98.3,100.5,7,8,6.8,6.2,7.2,6.2,7,6.4,1.4,914,153.801361083984
2512,6.3,0.1,5.9,1.7,6.2,33,25,3.62,0,67.57,97.7,99.78,95.62,111.6,98.39,100.2,98.21,7.2,7.8,6.2,6.2,6,7.4,7.4,7.6,1.3,962,129.115936279297
17076,6,0.6,1.5,1.6,8,27,29,3.17,4.44,129.29,115.24,121.84,127.46,123.3,125.46,109.83,119.12,6.2,7.8,7.8,6.4,6.6,7.8,6.6,8,1.7,912,101.24104309082
7778,1.9,2.7,19.9,5.1,3.3,27.5,35,0.25,1.05,99.98,98.28,98.11,99.7,100.18,103.94,94.26,103.27,7.8,8,7.2,7.2,7.8,7.4,8,6.8,1.6,908,95.0736999511719
13364,7.3,2.4,3.3,5.2,7.1,33,32.5,4.17,0.79,101.04,103.63,102.1,99.39,104.7,90.33,112.46,109.19,7.6,7.6,6,6.2,7,7.6,6.4,6.4,1.5,942,134.107437133789
14472,7.8,9.3,19.9,13,11.3,33,27,0.27,-0.74,95.9,94.82,101.3,106.56,94.66,97.5,92.98,94.02,6.6,6.6,6.2,6,7.2,7,7,7,1.2,1018,114.606094360352
5226,4.4,2.6,17.7,5.7,0.4,33.5,33,0.23,0.92,100.59,95.65,97.81,99.2,97.91,102.5,97.21,105.35,6.2,6.8,7.6,7.2,7.6,7.6,7.6,6.6,1.4,952,112.367485046387
1522,4.4,5,23.1,7.5,4.2,25,34.5,0.24,0.98,101.91,96.43,97.91,101.5,99.49,103.52,94.45,104.94,7.2,6.8,7.6,7.2,7.6,8,7.6,7.4,1.7,902,120.745002746582
14024,3.3,5.5,19,7.7,2.2,29.5,27,0.27,1.02,102.82,97.5,98.41,98.7,99.19,104.14,96.93,104.73,6.2,8,8,6.4,7.4,7.8,7.4,6.4,1.4,948,117.12646484375
669,6.1,3.5,3.1,1.5,5.2,27,26.5,3.64,4.3,98.11,94,103.79,100.5,104.24,102.62,91.83,98.6,7.2,7.4,6.4,6.4,7.8,7.6,7.4,8,1.8,966,112.599876403809
5656,15.7,8.6,17.2,5.1,14.7,32.5,25.5,3.43,-8.27,96.5,97.61,98.1,99.58,101.51,98.01,101.29,98,7.8,7.6,6.4,7,6.8,6.2,6.6,7.6,1.5,1036,112.202705383301
687,6.5,2.8,1.8,2,5.9,32.5,28.5,-2.8,0,63.63,97.47,104.75,105.16,102.41,101.4,99.79,60.86,7,7.2,7.2,8,7.8,8,6,6.4,1.2,930,144.903823852539
13566,3.5,3.8,2.9,0.1,1.3,27.5,28,3.84,3.9,99,94,103.9,101.4,102.71,100.79,94.54,99.19,7.8,8,8,7.6,6.6,7.4,7.6,6.4,1.8,964,133.958282470703
16190,2.9,3,0.8,2.6,6.8,27.5,32.5,-2.76,0,64.86,95.54,102.89,101.54,100.99,99.57,100.28,60.2,6,6.4,8,7.8,7.4,8,6.6,6.2,1.8,940,122.237297058106
654,2,3,0.7,5.1,2.7,35,30.5,3.59,1.53,99.7,98.14,98.39,97.81,104.54,99.8,97.71,98.7,7.4,6.6,7.2,7.6,7.6,7.2,7.8,7.6,1.2,954,162.354080200195
796,6.9,1.4,1.7,4.8,7,28.5,30.5,3.66,5.58,99.4,92.32,101.9,98.7,102.8,99.07,94.96,101,7.4,7,7.8,6.8,7.8,6.8,6,7.2,1.4,1040,116.694664001465
4830,8.1,4,11.9,7.3,3.7,28.5,25.5,2.33,1.72,98.7,100.16,104,103.92,101.63,98.6,101.1,101.3,6,6,6.8,7.2,6,6.6,6.4,6.8,1.2,1048,161.932525634766
7809,7.8,10.1,25.5,9.1,12,27,35,-3.69,-4.75,99,98.4,104.95,102.3,96.52,94.78,110,107.35,7.6,8,6.6,6.4,8,6.6,6.8,6.2,1.4,944,137.622940063477
4346,2.9,7.8,22.6,8.9,0.7,29,26,0.24,0.94,102.11,97.01,99.5,98.8,98.5,104.34,94.54,105.87,7.4,7.4,6.6,6,7.8,6.6,7.4,6.8,1.5,912,110.901115417481
10853,2.4,0.9,0.3,2,2.6,28.5,34,3.92,2.95,96.51,109.24,84.13,104.84,98.39,106.01,90.05,101.4,7.6,7.4,6.6,6,8,6.2,6.2,8,1.2,994,162.557846069336
1466,5.4,7.6,20.8,5.1,5,29,29,0.27,1.05,103.02,98.08,99,99.1,97.81,101.58,94.26,103.69,7.4,6.6,7.8,7.6,6.6,8,7,7.4,1.8,926,119.666313171387
8228,0.7,1.3,2.6,2.6,3.8,26.5,34,1.84,-4.92,99.29,101.3,102.41,103.02,103.78,96.04,105.37,105.36,7.4,6.6,7.6,7.8,6.2,7.6,6,6,1.4,922,122.294151306152
10831,4.4,1.3,2.4,5,1.7,25,32,1.88,-4.7,97.02,101,102.11,103.33,104.3,95.75,105.15,102.47,7.8,6.4,6.6,7,7.2,7.2,7,6.4,1.8,968,112.747627258301
13641,2.9,0.9,1.6,2.5,5.7,30.5,34.5,3.02,4.79,129.03,112.07,121.1,124.29,120.99,125.46,110.6,116.55,6.6,7.2,7.4,6.8,8,6.4,6.4,6.2,1.5,908,134.757629394531
8186,3.5,9.6,10,7.1,6.3,34,31,20.04,-2.87,98.2,97.51,129.72,128.08,131.38,128.71,103.31,101.78,7.6,6.4,8,7.2,8,8,6.2,7.2,1.2,1014,166.951049804688
14755,6.1,1.8,1.1,2,5.6,31,30,3.74,0.85,101.35,106.26,100.3,99.58,104.48,91.62,111.78,107.36,7.4,7.4,6,7.4,6.6,7,6.6,7.8,1.7,934,138.071548461914
15394,3.3,2.5,1.3,1.9,6.4,25.5,30.5,3,4.1,128.9,112.41,121.72,126.95,123.67,126.22,109.94,115.61,7.8,6.8,6.2,6.4,6,7,6.2,7.8,1.7,976,137.330535888672
3818,4.7,11.7,1.2,10.7,3.8,26.5,25.5,0,-4.07,119.14,113.18,90.39,105.44,98.11,122.79,82.18,91.3,6,7.6,6,8,7.8,8,7.6,7.4,1.5,1006,146.593368530273
858,9.8,8.6,23.3,13.1,10.8,32.5,27,-3.83,-4.95,99.1,98.59,102.89,103.02,97.3,91.7,112.11,107.03,6.4,7.8,6.8,6,6.6,8,7.4,7.6,1.3,912,103.815132141113
11483,3.7,5.6,0.3,3.3,6.2,28.5,30.5,3.42,3.74,97.12,91.22,105.38,101.2,104.35,101.7,94.92,99.68,7.6,6,6.4,6.8,7.4,7.8,6.4,7.4,1.2,944,156.199203491211
4860,7.3,3,4.2,0.8,7.4,32.5,26,3.76,0.72,103.41,103.42,101.8,97.81,105.02,90.88,111.9,107.25,6.8,8,6.2,6.2,6.2,6.8,7.4,7.2,1.5,920,106.849807739258
17087,2.9,1.2,1.5,2.6,4.7,32,25,4.2,6.11,98.2,92.87,104.14,99.58,103,97.61,98.16,99,7.8,7.2,7.2,7,6.8,6.6,6,7.6,1.7,1010,105.667716979981
1356,4.2,0.7,1.1,0.5,10.1,31,27,3.2,4.23,127.74,114.11,120.98,125.18,120.87,129.13,111.26,117.48,7.4,7.6,6,7.8,8,6.8,7.8,7.2,1.5,1040,147.38899230957
12156,1,2.4,1.1,1.4,10.4,30.5,29.5,3.22,4.04,126.71,114.67,123.07,128.09,119.78,124.83,112.04,115.03,6.8,6.6,6,7.6,6.2,6.8,7,7,1.4,942,152.309692382813
14598,4.4,11.6,14.1,9.7,6.7,30,28.5,18.96,-2.93,96.92,96.33,128.15,130.95,130.35,128.2,101.66,103.01,7.8,7.2,6.6,8,8,7.8,7.4,6.6,1.3,918,161.748458862305
7952,4.6,2.6,21.2,4.1,0.4,28,29,0.24,0.99,100.49,98.18,97.42,100,100.18,100.45,94.83,103.9,7.2,7.8,7,7.2,6.6,7,6.2,6.2,1.5,1016,107.294486999512
1058,2.8,0.4,0.7,1.4,7.4,29,27,4.15,0.86,102.79,103.63,101.7,99.48,105.66,93.27,113.59,109.19,6.6,7.8,7,6.2,7,6.2,6.6,7.6,1.3,936,117.825950622559
914,4.1,0.3,3.1,2,10.5,25,32,3.04,4.16,128.9,115.12,124.42,128.6,121.72,124.57,110.71,114.91,6.2,8,6.4,7,7,6.2,7.6,6.4,1.3,1002,132.977462768555
269,4,3.4,1.8,2.5,1.6,25.5,31.5,3.31,4.23,99.69,91.59,107.49,100.7,102.81,102.01,94.73,98.4,7.4,8,6.2,8,6.6,8,6,6.8,1.3,994,133.334442138672
873,18.2,4.3,31.6,1.8,22.9,25.5,29.5,21.94,0.28,97.32,100.69,151.13,155.38,140.11,141.41,104.35,100.56,6.8,7.2,6.8,7.4,7.8,6.4,8,7.6,1.4,936,144.140045166016
6839,4.3,2.9,18.2,6.4,5.2,31,25,0.26,0.95,100.79,98.77,101.08,100.8,98.21,104.24,93.68,105.25,7,6.6,6.4,7,6,7.6,6,7.2,1.8,918,93.4612350463867
3405,8.2,10,18.9,13.1,12,27,34.5,0.3,-0.8,94.75,96.44,100.8,104.35,96.77,95.65,95.16,92.41,7.6,7.6,7.6,7.6,7.4,6.2,6.8,7.2,1.2,904,138.228576660156
15148,19,1.7,28.5,5.2,22.6,31,26.5,22.7,0.3,97.12,99.6,152.5,153.37,144.37,143.28,100.66,100.56,7.6,6.8,6.4,6,8,7.8,7.6,7,1.7,938,131.20133972168
2477,0.2,4.1,1.2,6.6,3.2,34,34.5,1.8,-4.6,100.47,99.08,102.62,103.73,105.24,96.43,105.37,104.74,6.6,8,6.6,7.2,6.4,7,7.6,6.8,1.4,1006,122.195098876953
15175,10.9,2.1,2.3,3.6,10.7,34,32.5,27.26,1.01,106.14,97.19,142.99,136.84,132.34,123,105.05,104.33,7.2,7,7.2,6.4,6.4,8,7.2,6,1.6,1028,156.352569580078
4458,6.2,3.5,18.6,8,0.5,32,29,0.24,1.02,99.68,98.18,98.21,99.9,99.19,100.45,94.16,105.56,6.8,6.2,8,7.2,7.6,6.8,8,7.4,1.4,998,106.884284973145
13112,4.1,1.7,3.2,5.5,3,31,30.5,4.22,1.49,97.22,97.56,96.53,100.69,103.61,101.49,99.18,98.9,7.4,8,6.6,8,7.4,6.6,6.4,6.8,1.6,1032,119.424942016602
12227,6.8,12.3,25.8,13.7,6.9,32,31.5,-3.28,-5.01,100.89,97.91,104.75,101.48,96.04,92.54,111,105.86,7.2,7.4,7.6,7.6,7.2,6.4,6.6,7,1.5,908,121.275657653809
3206,5.7,2.9,3,2.7,1.4,25,26,-2.87,0,65.38,95.25,102.16,102.58,100.38,99.97,98.5,59.83,7.4,7.2,6.6,7.4,6,6,7.8,7,1.7,1056,118.057250976563
6509,5.9,12.1,1.7,3.4,0.8,30,32,0.6,0,70.83,100.49,107.52,120.76,95.61,114.73,94.04,68.24,7.4,6.2,7,6,7.6,6.2,6.4,6.2,1.6,1022,141.440826416016
10893,6,3.9,0.9,1.4,7.4,34,30,4.25,6.12,99.4,91.2,102.71,98.7,104.34,96.04,98.84,100.5,8,7.2,7.4,7.8,7.8,6.6,6.4,6.2,1.4,1022,155.086471557617
15007,4,1.1,1.4,1.4,6.7,29.5,25,4.4,0.85,101.15,103.42,99,100.47,107.78,92.9,112.12,108.33,6.6,7.8,6.6,7.8,6.8,6.2,6.6,6.4,1.2,938,136.720123291016
2563,4.3,3.6,0.4,2.6,1.8,28.5,28.5,4.22,3.3,96.41,108.16,86.7,105.46,98.49,107.51,90.95,98.2,7.8,6,6.6,7.2,6.6,7,7,6.2,1.5,920,107.27205657959
11164,2.4,1.5,2.2,1,9.1,34,34,2.75,4.52,128.64,112.63,124.91,127.84,123.91,124.57,111.15,117.25,6.2,7.6,7.8,7.2,7.4,7,6.8,8,1.3,976,124.666595458984
3216,5.9,2.9,12.8,6,8,34.5,25,2.68,-8.14,101.8,102.08,100.5,102.91,99.38,101.8,99.2,100.4,6.6,7.8,6.6,7.4,6.4,7.4,7.8,7,1.6,944,116.863479614258
11013,4.8,2.1,2.5,1.4,6.3,28.5,28.5,-3.26,0,64.74,98.53,102.16,101.34,100.18,101.7,98.6,60.56,7.4,6.8,6.8,6.8,6.2,6.6,6.8,7.2,1.5,902,109.428092956543
11758,2.2,0.5,0.1,2.9,4.1,25,28.5,-3.2,0,63.89,96.99,102.47,104.23,99.87,99.57,97.42,61.04,6.2,6.8,6,7.8,6.8,6,6.6,6.8,1.2,1042,172.592651367188
14383,1.3,2.3,2.1,3.1,9.9,27.5,32.5,3.6,0,67.3,98.19,100.79,93.36,108.73,101.6,101.5,100.37,6.4,8,7.2,6.6,7.6,6.8,6.6,7,1.5,956,119.139465332031
13213,3.5,4.6,5,2.9,2.4,31,26,4.3,0.88,104.65,105.42,99.1,96.73,106.93,90.88,112.69,106.61,8,7.2,6,7.2,6.6,6.6,7.2,7.6,1.6,1018,121.843849182129
11419,1.3,12.3,0.9,0.2,4.4,25.5,25,0.64,0,71.47,99.78,110.13,120.88,94.95,111.8,96.59,68.65,8,7.6,8,6,7.8,6.6,6.2,7.4,1.7,990,101.920318603516
1124,1.1,10.4,2.4,11.2,1.6,26.5,25,-13.56,0.98,95.68,90.34,96.02,92.07,90.42,88.13,93.96,81.62,7.2,6.8,7.4,6.2,6.6,6.2,8,8,1.4,912,137.785079956055
11444,3.1,2.2,3.4,3.9,0.8,30.5,27.5,3.62,3.62,98.6,92.61,106.75,99.5,103.63,101.8,92.86,96.43,6.6,7.4,7.2,8,6.2,7.4,6.6,6.6,1.6,1044,110.292327880859
12421,5.6,2.8,0.6,2.9,1.3,34.5,33,-2.89,0,65.97,95.15,103.92,104.13,102.41,101.19,99.59,60.14,8,7.6,7,7.8,6,6.4,6.6,7,1.7,922,126.025581359863
11841,1.3,2.6,1.6,2.8,11.2,29.5,29,2.79,4.38,130.45,112.75,123.44,128.09,122.69,127.74,109.6,118.07,7.8,7.2,6.4,7.8,6.6,7.4,7.2,6.4,1.5,1004,143.986206054688
8042,7.6,5.4,2.3,4.2,2.9,34.5,33,3.61,3.9,99.79,94.46,107.81,100,103.83,101.6,92.29,100.27,7.2,6.6,6.2,6.2,6.6,8,7.8,7.8,1.6,984,100.525352478027
11864,4.7,8.5,1,1.1,5.2,27,35,0.65,0,69.98,99.68,109.37,119.06,94.95,111.8,94.04,67.77,7.6,7,7.8,7.2,7.6,7,7.4,6.8,1.5,970,144.624801635742
15702,4.7,6.4,4.4,5.2,2.1,32,32.5,3.93,0.85,102.59,104.57,101.5,98.11,105.97,91.62,114.04,108.98,7.2,6.8,7.4,7.6,7,7.6,6,6.8,1.8,1046,100.879272460938
2612,5.1,3.1,3.4,0.5,0.8,35,33,3.23,3.69,99.69,94.46,107.39,101.9,101.38,100.18,94.36,98.2,7.4,7.4,7.8,7,6.6,7.4,7.6,7.4,1.4,968,106.804534912109
5498,5.3,10.9,9.9,8.9,4.3,32.5,30.5,18.36,-3.01,96.33,95.84,129.59,132.38,130.99,126.15,104.85,100.75,7.4,6,8,6,7.8,6.8,6,6,1.2,924,132.890670776367
13897,2.6,7.9,19.6,6.7,1.5,25.5,30,0.27,0.9,100.29,98.86,97.91,100.6,100.57,103.22,95.59,103.69,6,8,6,6.4,6.6,8,7,6.2,1.7,978,109.251098632813
15295,3.1,8.3,15.2,5.9,1.9,29,25.5,2.55,1.81,97.41,97.71,103.28,104.02,102.25,98.01,101.6,100.5,7,8,6.6,8,7,7,6,8,1.8,970,106.723114013672
3289,1.5,5.3,3,3.3,1.3,26,25,2.14,-5,97.61,102.21,99.68,102.41,102.64,98.68,106.98,104.54,7,6.8,7,6.4,6.6,6.8,6,6.6,1.7,972,144.334716796875
5741,5.2,3.2,9.7,4.1,7,33.5,28,3.06,-8.46,103.63,103.01,98.7,101.47,102.31,102.92,98.6,100,6,7.6,7.4,6.2,8,7,7.2,7.6,1.5,922,148.113357543945
2532,6,10.2,22.3,13.4,6.4,33.5,34.5,0.32,-0.85,95.8,95.49,101.91,105.93,96.48,97.4,93.64,92.79,6.6,7.8,6.4,6,6.8,6,7.2,8,1.2,1016,143.517044067383
12238,2.2,7.6,3.4,3.6,4.3,25,33.5,0.57,0,70.9,100.99,108.5,119.79,93.91,111.46,96.22,66.48,7.2,7.2,7.8,7.2,8,7,7.4,6.6,1.8,1054,102.774459838867
16054,2.9,6.2,19.6,8.1,3,35,33,0.24,0.99,100.29,98.48,99.99,100.1,99.09,104.45,96.93,102.75,6.8,7.8,7.4,6,6.8,7.8,6,6.4,1.8,990,125.489768981934
13476,3.4,2.9,0.6,0.9,9.1,33,34,3.15,4.27,128.51,115.24,122.95,126.07,121.96,127.99,109.27,117.02,7.6,7,6.2,6.4,8,7.4,6.6,7.2,1.2,1052,122.701347351074
16428,5.8,0.7,1.5,0.7,6.2,32,26,2.99,4.54,131.35,112.75,122.09,125.69,121.72,125.97,112.26,114.56,6.2,6,6,7.2,7.2,8,7.6,7.4,1.6,984,139.414840698242
3997,8.9,9.9,26.9,14.7,11.6,35,27,-3.72,-5.46,101.08,98,104.64,101.99,98.18,91.52,109.89,108.63,6.4,6.4,7.8,8,7.2,6.8,6,8,1.6,1000,133.191879272461
3562,4.6,0.5,0.1,3.7,2.8,30.5,32,3.88,2.89,96.6,108.16,85.41,103.29,98.59,105.69,90.05,101.2,7,6.8,7.2,7.8,6.6,7.6,6.6,6.2,1.5,992,109.996780395508
16946,3.6,3.6,16.6,7.7,2.1,34.5,32.5,2.61,1.98,98.41,97.12,105.67,102.37,102.87,97.61,100,101.3,7.6,7.2,6.6,6.4,7.2,6.8,7.2,7,1.7,938,91.2734222412109
15464,8,11.3,20,14.4,12.1,32,31.5,0.27,-0.85,96.09,95.96,100.4,104.87,94.08,97.21,93.55,96.19,7,7.4,6.8,7.8,6,8,7.4,7.4,1.7,998,93.087158203125
82,4.8,8.9,0.2,12.5,4,35,32.5,-11.71,0.95,96.25,90.61,95.73,93.53,92.25,87.26,95.27,80.56,7.4,6,6.8,7.2,6.4,6,7.4,8,1.8,924,114.394569396973
7033,3.7,8.2,12.8,5.4,1.7,32.5,29,2.7,1.99,99.4,96.53,104.52,102.99,103.5,98.01,98.8,99.3,8,6,7.2,7.4,6,6.8,6,6.6,1.4,998,142.298828125
4778,4,5.8,3.4,1.4,5.3,31,29,4.18,0.82,101.66,103.63,99.5,98.3,107.14,91.34,111.11,106.82,7,7.2,6.2,8,8,6.8,6.4,6,1.2,986,158.846221923828
7231,2,2.9,18.4,4.5,0.9,30,29,0.26,1.07,99.68,96.52,98.51,99.4,97.02,102.5,96.93,102.65,6.4,6,6.8,6.8,7.6,7,8,6.6,1.6,976,132.619018554688
416,6.6,9.1,12.7,7.6,6.2,27,28,2.67,1.8,100,100.16,102.76,104.43,103.6,100.18,98.9,99.1,8,6.4,7.2,6,7.6,7.4,6.2,8,1.7,1010,132.23078918457
10922,2.4,5.5,1.3,0.8,0.9,26.5,31,3.39,4.19,98.9,92.7,104,99.5,100.56,99.67,91.83,99.97,7.8,6.6,7.6,8,6,6.8,7.6,6.8,1.6,946,106.230056762695
1574,9,3.7,11.9,6.1,4.9,31,30.5,3.01,-9.9,103.02,101.47,100.7,104.65,99.98,102.31,100,100.3,7.8,8,6,7,7.6,7.4,7.4,7.4,1.3,1002,131.725036621094
12494,1.6,14.9,2.8,14.6,0.3,31,29.5,-12.57,1.06,94.25,90.16,96.51,90.05,90.23,87.35,94.89,80.64,7,6.6,7.4,8,7,7.2,7.8,6.6,1.2,1056,153.92919921875
3634,6.7,4.9,11.6,6.6,1.9,33,35,2.39,1.99,98.11,99.18,105.25,101.44,103.81,98.6,102.31,98.5,7.8,6.4,8,6.8,6.4,6.4,7.2,7,1.2,1030,116.177444458008
2649,1.2,0.4,4.2,2,7.7,31,30.5,3.38,0,68.31,97.9,101.1,93.36,112.49,102.31,100.8,100.28,7.6,6,7.4,6.2,6.2,6.4,7.6,6.4,1.6,1018,118.479217529297
13727,3.4,4.4,15.7,3.8,7.4,28,29.5,2.6,1.73,101.29,96.33,103.8,105.36,102.25,98.9,102.31,99.1,7.2,7.4,7.2,6.4,6.8,6.8,8,7.4,1.2,1032,121.213661193848
12318,3.3,4.1,2.1,4.5,1.4,25.5,34,3.4,4.07,98.5,93.07,105.59,101.7,103.53,103.23,93.51,97.02,7,6.4,7.8,7.6,6,7,7,6.2,1.5,968,120.907165527344
11649,3,11.8,1.4,1.9,3.1,30,26,0.64,0,71.82,101.2,108.07,118.94,94.66,110.67,95.08,67.36,7.6,7.8,7.4,8,7.2,7.8,6.6,7.2,1.6,934,135.573043823242
5653,10,12.4,24.2,9.1,11.8,31,33.5,-3.51,-5.22,100.69,98.3,101.85,102.1,96.92,92.36,110.67,108.52,7.2,7.8,7.4,7.4,8,7.8,6.4,7,1.2,962,139.915649414063
11486,4.3,10.2,9.7,8.1,6.8,32,30,20.6,-2.78,96.33,96.82,132.46,131.21,128.67,129.48,103,102.5,7.4,6.4,7.2,7,6.8,7,6,6.2,1.5,1040,120.239456176758
6359,2.9,7.2,17.8,4.2,3,29,28,0.25,0.99,102.52,97.3,99.6,99.8,98.6,102.4,95.78,103.06,6.8,6.2,6.6,7.8,6.2,6.4,6.8,8,1.3,994,148.553115844727
14195,1.7,7,2.1,5.8,4.4,27,26.5,0,-4.36,117.15,111.82,90.3,105.75,99.69,118.21,82.18,90.74,7,7.8,6,7,7.8,6.2,7.4,7.4,1.3,918,160.103546142578
16902,3.5,5.6,20.5,3.6,4.2,34.5,30.5,0.27,0.98,101.1,97.21,98.41,98.6,98.7,104.55,94.92,102.44,6.6,7.2,7.8,6.6,7.8,6.6,6,6.6,1.3,1012,143.2705078125
8445,3.2,0.6,6.3,0.8,6.8,30.5,30,3.26,0,66.5,97.02,100.59,94.96,110.61,101.8,101.7,100.28,7.2,7.4,7.8,7.8,6.4,7.8,6.4,7,1.5,972,147.686477661133
7959,2.3,4.4,0.6,3.4,1.7,30,28.5,1.99,-4.8,98.3,101.2,100.59,102,103.78,96.43,105.91,105.05,6.4,7.4,6.8,6.8,7.8,6.4,7.2,7.4,1.5,932,109.807662963867
181,7.2,8.4,15.5,8,1.9,30,27.5,2.55,1.89,101.19,98.49,102.65,103.19,101.84,98.9,100.4,99.1,8,6.6,6.2,8,7.2,6.2,6.6,6,1.6,972,100.181251525879
16477,5.1,3.1,1.5,4.6,5,35,35,3.24,4.19,100.78,93.07,105.69,101.7,101.17,99.88,93.42,97.61,7.4,6.8,6.2,6.6,7.6,6.6,7,6.8,1.5,1046,139.831909179688
13557,6.1,0.2,0.7,0.8,10,27,35,2.75,4.36,128.26,113.09,123.07,127.84,119.41,128.12,110.38,116.55,6.4,7.6,7.2,6.2,8,6.2,6,6.4,1.8,1028,103.62841796875
16832,4.4,7.8,0.9,10.9,0.2,35,25,0,-3.89,119.38,114.3,89.59,103.87,99.88,120.14,82.76,92.96,8,6.4,8,7.4,6,8,6,6,1.6,960,144.871124267578
3496,4.5,9,2.5,9.4,1.1,29.5,34.5,0,-4.1,116.21,111.49,86.93,105.13,97.02,119.3,82.92,92.5,6.2,7,6.4,7,7,6.8,7.8,6.6,1.6,1020,142.865676879883
7397,18.2,4.7,20.1,7.5,15.4,33.5,33,3.35,-8.54,94.95,98.29,98.88,98.99,100.7,99.3,98.9,98.2,6,6,7.6,7.4,7.4,6.2,6.8,6.6,1.2,902,142.038345336914
2507,1.6,7.2,22.3,3.1,4.7,29,33,0.27,1.03,102.21,97.3,99.6,100.8,98.6,103.12,95.69,103.79,8,7.4,7.4,6.6,6,6.2,6.8,7.8,1.4,940,103.608764648438
16855,1.7,11.4,2.8,13.8,1.4,29,29,-13.94,0.96,95.68,88.36,95.35,92.53,90.51,86.91,93.31,83.1,8,6,7.6,6.8,7,6,8,6.4,1.6,1036,125.237197875977
10684,4.6,2.1,5.1,0.8,9.5,30.5,29,3.31,0,67.03,96.63,102.62,94.21,109.95,102.31,99,99.09,7.6,7.8,7,7.2,6.2,6.6,6.4,7.6,1.6,994,144.781982421875
2548,1.7,3.4,0.9,0.2,4.9,32,30.5,3.71,2.71,94.77,109.24,86.18,104.12,99.66,105.37,91.4,99.7,7,7.6,7,7.8,6,7,6.6,6.2,1.7,912,107.18692779541
6269,6,11.2,3.9,7.4,5.2,29,34.5,0,-3.99,115.86,114.75,88.97,106.07,100.28,122.19,83.74,94.26,6.4,8,8,7.6,6,7,8,7.6,1.8,916,118.112754821777
8787,3.1,1.4,1.8,3.8,7.1,30.5,26.5,4.17,0.81,104.65,105.94,100.8,96.92,108.1,89.96,113.59,105.74,6.2,7,6.4,7.8,7.8,6.4,6.6,6,1.6,910,114.626327514648
1410,4.3,3.5,1.6,5.5,5.7,25,28,3.77,5.99,101.7,91.11,101.18,99.68,101.97,96.14,95.93,99.5,7.2,8,6,6.2,8,6.4,7.8,6,1.8,1004,144.10676574707
8188,2.8,12.5,2.2,9.9,4.9,26,31,0,-3.99,116.91,110.92,88.26,103.35,98.31,122.19,82.51,91.94,7.4,6,6.6,6,6.2,6.8,8,7.8,1.8,942,132.340713500977
15210,7.6,6,16.5,2.9,3.9,25,25,2.75,1.92,101.29,98.59,105.56,103.71,105.46,97.02,99.9,99.1,7,6.6,7.8,7.6,6.6,7.2,6.8,7.2,1.6,960,146.733245849609
4034,6.3,1.5,1.7,1.8,9.3,34.5,31,26.1,0.93,110.04,97.57,140.3,137.39,129.61,125.88,104.83,102.57,6.4,6.2,6.6,8,8,7.6,6,7.6,1.6,968,119.073455810547
8430,16.4,6.2,20.1,7.8,17.5,28,34.5,3.66,-8.02,96.79,99.86,96.82,100.27,102.21,99.1,100.19,100.07,8,6.8,6.4,8,7.6,8,7.4,6,1.4,1010,148.867614746094
3033,7.7,2.7,1.8,3.1,6.5,27,31.5,3.78,6.52,98.6,93.61,103.63,97.22,104.24,97.51,95.25,100.3,7.6,6,6,7.4,7.8,6.8,6,7.8,1.2,908,152.53938293457
6556,5,5.3,1.8,0.9,4.9,33.5,25.5,3.35,3.73,98.6,91.22,107.92,100.5,101.38,103.33,92.48,97.61,7.8,6.2,7.2,6.2,8,7,6.4,6.2,1.8,1050,136.166778564453
14105,8.6,10.7,21.2,16.6,11,28.5,32.5,0.29,-0.78,96.18,95.2,101.4,104.45,95.42,96.62,94.4,95.9,6,6.8,6.8,6,6.8,6.4,8,8,1.6,996,132.091003417969
8707,6.9,6.9,16,5.6,7.5,27,32,2.37,1.73,98.6,97.71,103.17,103.61,105.26,99.59,98.8,98.8,7.2,7.2,7,6,6.6,8,8,6.2,1.8,990,106.551605224609
15520,3.2,1.9,2.9,3.1,3.6,26,26.5,1.85,-4.55,98.5,99.68,102.82,103.22,106.08,99.17,109.12,102.78,8,6.4,7.2,8,6.4,7.8,6.8,6.6,1.5,920,154.273239135742
